ResponseId,duration,CRT,RME,age,education,race,gender,income,political_fiscal,political_social,political_party,marital_status
Response_1204,1876,6,32,35,Post-college degree,Asian,Male,"$50,000 to $59,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1205,1896,1,30,54,Post-college degree,White,Female,"$20,000 to $29,999",Strongly Liberal,Strongly Liberal,Democrat,Divorced
Response_1206,1811,2,26,55,Post-college degree,White,Male,"$150,000 or more",Somewhat Conservative,Moderate,Independent,Married or Domestic Partnership
Response_1207,4344,4,15,52,4-year college degree,White,Male,"$30,000 to $39,999",Moderate,Somewhat Liberal,Independent,Single Never Married
Response_1208,2237,1,30,50,High school diploma,White,Female,"$70,000 to $79,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1209,1354,0,28,33,Less than high school diploma,White,Male,"Less than $10,000",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1210,2270,0,26,65,Some college or vocational training,White,Female,"$30,000 to $39,999",Strongly Conservative,Strongly Conservative,Republican,Single Never Married
Response_1211,1686,4,35,61,2-year college degree,White,Female,"$100,000 to $149,999",Strongly Liberal,Strongly Liberal,Independent,Married or Domestic Partnership
Response_1212,1326,6,30,66,4-year college degree,White,Male,"$100,000 to $149,999",Somewhat Conservative,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1213,1278,0,26,60,Post-college degree,White,Female,"$100,000 to $149,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1214,1141,6,26,35,"Professional degree (JD, MD)",Asian,Male,"$150,000 or more",Moderate,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1215,1759,3,16,60,4-year college degree,White,Female,"$60,000 to $69,999",Moderate,Somewhat Liberal,Independent,Single Never Married
Response_1216,1712,5,32,27,Some college or vocational training,White,Female,"$10,000 to $19,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1217,1372,5,29,39,Post-college degree,White,Female,"$60,000 to $69,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1218,2279,0,27,61,High school diploma,White,Female,"$50,000 to $59,999",Strongly Conservative,Strongly Conservative,Independent,Married or Domestic Partnership
Response_1219,3423,4,18,45,4-year college degree,White,Male,"$50,000 to $59,999",Moderate,Moderate,Independent,Single Never Married
Response_1220,2012,0,28,57,2-year college degree,White,Female,"$30,000 to $39,999",Somewhat Conservative,Somewhat Conservative,Republican,Single Never Married
Response_1221,3467,0,20,41,Less than high school diploma,Indigenous,Female,"$20,000 to $29,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1222,2684,3,30,49,Some college or vocational training,White,Male,"$90,000 to $99,999",Somewhat Conservative,Somewhat Liberal,Republican,Married or Domestic Partnership
Response_1223,2521,3,30,79,Some college or vocational training,White,Male,"$60,000 to $69,999",Strongly Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1224,1368,3,28,40,Post-college degree,White,Male,"$80,000 to $89,999",Moderate,Moderate,Independent,Single Never Married
Response_1225,2346,0,15,68,High school diploma,Black,Female,"$60,000 to $69,999",Moderate,Moderate,Democrat,Single Never Married
Response_1226,1343,5,27,42,Some college or vocational training,White,Female,"$50,000 to $59,999",Moderate,Moderate,Republican,Divorced
Response_1227,1643,1,32,52,2-year college degree,White,Female,"$150,000 or more",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1228,1501,5,32,46,4-year college degree,Asian,Male,"$40,000 to $49,999",Somewhat Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1229,2238,6,29,47,Some college or vocational training,White,Male,"$40,000 to $49,999",Somewhat Conservative,Somewhat Conservative,Independent,Single Never Married
Response_1230,1806,4,23,49,Post-college degree,White,Male,"$70,000 to $79,999",Somewhat Conservative,Somewhat Liberal,Democrat,Divorced
Response_1231,4039,0,26,36,Some college or vocational training,White,Female,"$30,000 to $39,999",Somewhat Liberal,Somewhat Liberal,Democrat,Separated
Response_1232,2752,0,28,25,Some college or vocational training,Black,Male,"$50,000 to $59,999",Moderate,Somewhat Liberal,Democrat,Single Never Married
Response_1233,2727,2,28,70,Post-college degree,White,Male,"$60,000 to $69,999",Somewhat Conservative,Somewhat Conservative,Independent,Divorced
Response_1234,1996,0,31,61,Some college or vocational training,White,Male,"$30,000 to $39,999",Strongly Conservative,Strongly Conservative,Republican,Single Never Married
Response_1235,1988,4,25,28,Post-college degree,White,Female,"$150,000 or more",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1236,3464,6,28,61,Post-college degree,White,Female,"$20,000 to $29,999",Strongly Conservative,Strongly Conservative,Republican,Single Never Married
Response_1237,3457,3,29,38,Post-college degree,White,Female,"$100,000 to $149,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1238,72577,3,26,45,High school diploma,White,Female,"$80,000 to $89,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1239,2380,6,30,37,4-year college degree,White,Male,"$90,000 to $99,999",Somewhat Conservative,Moderate,Republican,Married or Domestic Partnership
Response_1240,1498,6,30,50,Some college or vocational training,White,Male,"$30,000 to $39,999",Somewhat Conservative,Somewhat Conservative,Independent,Single Never Married
Response_1241,1666,2,25,34,Post-college degree,White,Female,"$100,000 to $149,999",Somewhat Conservative,Somewhat Conservative,Independent,Married or Domestic Partnership
Response_1242,1403,2,30,34,4-year college degree,White,Female,"$70,000 to $79,999",Moderate,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1243,8008,4,29,37,4-year college degree,Black,Female,"$30,000 to $39,999",Somewhat Conservative,Somewhat Liberal,Democrat,Single Never Married
Response_1244,1252,2,29,48,Some college or vocational training,White,Female,"$30,000 to $39,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1245,956,5,28,32,Some college or vocational training,White,Male,"$20,000 to $29,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1246,1895,6,27,59,4-year college degree,White,Male,"$10,000 to $19,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1247,1135,1,26,45,4-year college degree,White,Male,"$10,000 to $19,999",Moderate,Moderate,Independent,Single Never Married
Response_1248,2791,1,30,34,High school diploma,White,Female,"$10,000 to $19,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1249,1514,5,28,34,4-year college degree,White,Male,"$20,000 to $29,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1250,1498,6,28,27,4-year college degree,Other,Other,"$80,000 to $89,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1251,1780,0,25,59,2-year college degree,White,Female,"$50,000 to $59,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1252,1385,3,27,40,4-year college degree,White,Female,"$20,000 to $29,999",Somewhat Conservative,Somewhat Liberal,Republican,Divorced
Response_1253,1694,0,21,71,Some college or vocational training,Black,Male,"$10,000 to $19,999",Somewhat Liberal,Somewhat Liberal,Democrat,Divorced
Response_1254,156885,2,30,31,High school diploma,Asian,Male,"$10,000 to $19,999",Somewhat Liberal,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1255,2387,1,29,44,2-year college degree,White,Female,"$40,000 to $49,999",Strongly Liberal,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1256,131587,0,23,64,Some college or vocational training,White,Female,"$150,000 or more",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1257,1651,0,27,42,4-year college degree,Asian,Male,"$100,000 to $149,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1258,1326,3,27,40,4-year college degree,White,Female,"$60,000 to $69,999",Somewhat Conservative,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1259,1749,5,23,58,Post-college degree,White,Female,"$100,000 to $149,999",Somewhat Liberal,Strongly Liberal,Independent,Married or Domestic Partnership
Response_1260,1973,4,30,41,4-year college degree,Asian,Female,"$50,000 to $59,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1261,1077,5,26,35,Post-college degree,White,Female,"$100,000 to $149,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1262,990,5,33,35,4-year college degree,White,Female,"$20,000 to $29,999",Somewhat Liberal,Somewhat Liberal,Independent,Single Never Married
Response_1263,88609,0,31,50,Some college or vocational training,White,Male,"$50,000 to $59,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1264,2046,4,29,69,Post-college degree,White,Male,"$100,000 to $149,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1265,1378,2,34,32,4-year college degree,White,Male,"$10,000 to $19,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1266,2322,4,22,60,Some college or vocational training,White,Female,"$50,000 to $59,999",Strongly Liberal,Strongly Liberal,Democrat,Divorced
Response_1267,1149,6,34,41,4-year college degree,White,Female,"$100,000 to $149,999",Somewhat Conservative,Somewhat Conservative,Independent,Married or Domestic Partnership
Response_1268,96237,4,29,68,Post-college degree,White,Male,"$50,000 to $59,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1269,2778,2,26,46,2-year college degree,Asian,Male,"$100,000 to $149,999",Somewhat Conservative,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1270,1163,6,28,40,4-year college degree,White,Male,"$150,000 or more",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1271,2200,4,34,72,4-year college degree,White,Male,"$20,000 to $29,999",Somewhat Liberal,Strongly Liberal,Independent,Widowed
Response_1272,3573,5,22,66,Post-college degree,Asian,Male,"$150,000 or more",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1273,2809,5,27,55,4-year college degree,Asian,Male,"$70,000 to $79,999",Somewhat Conservative,Moderate,Republican,Married or Domestic Partnership
Response_1274,3569,6,24,40,"Professional degree (JD, MD)",Black,Female,"$150,000 or more",Somewhat Conservative,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1275,1460,0,25,67,High school diploma,White,Female,"$10,000 to $19,999",Moderate,Moderate,Independent,Divorced
Response_1276,1928,5,30,47,Some college or vocational training,White,Male,"$30,000 to $39,999",Somewhat Liberal,Moderate,Independent,Single Never Married
Response_1277,1783,6,32,50,4-year college degree,White,Male,"$60,000 to $69,999",Moderate,Somewhat Liberal,Democrat,Divorced
Response_1278,1630,1,16,43,4-year college degree,White,Male,"$70,000 to $79,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1279,6254,1,24,66,Post-college degree,White,Female,"$40,000 to $49,999",Moderate,Moderate,Democrat,Married or Domestic Partnership
Response_1280,139410,1,31,47,4-year college degree,White,Female,"$100,000 to $149,999",Moderate,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1281,970,4,27,42,4-year college degree,White,Male,"$30,000 to $39,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1282,3584,3,23,79,Some college or vocational training,White,Male,"$20,000 to $29,999",Strongly Conservative,Strongly Conservative,Republican,Divorced
Response_1283,2217,5,29,67,"Professional degree (JD, MD)",White,Female,"$100,000 to $149,999",Somewhat Conservative,Strongly Conservative,Republican,Single Never Married
Response_1284,154789,5,32,44,4-year college degree,White,Male,"$90,000 to $99,999",Strongly Conservative,Strongly Conservative,Independent,Married or Domestic Partnership
Response_1285,2792,6,26,45,4-year college degree,White,Male,"$40,000 to $49,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1286,1406,2,29,55,High school diploma,White,Female,"$10,000 to $19,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1287,1584,4,26,52,High school diploma,White,Female,"$20,000 to $29,999",Somewhat Liberal,Strongly Liberal,Democrat,Divorced
Response_1288,1408,3,24,50,4-year college degree,White,Female,"$40,000 to $49,999",Somewhat Conservative,Somewhat Liberal,Democrat,Single Never Married
Response_1289,1195,6,26,26,2-year college degree,White,Male,"Less than $10,000",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1290,2226,1,22,61,2-year college degree,White,Male,"Less than $10,000",Somewhat Conservative,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1291,1794,5,28,66,4-year college degree,White,Male,"$90,000 to $99,999",Somewhat Conservative,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1292,1142,6,30,32,4-year college degree,White,Male,"$20,000 to $29,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1293,81058,4,24,41,4-year college degree,White,Male,"$70,000 to $79,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1294,1367,2,17,65,Some college or vocational training,White,Male,"$20,000 to $29,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1295,4200,0,30,53,2-year college degree,White,Female,"$50,000 to $59,999",Strongly Conservative,Strongly Conservative,Republican,Widowed
Response_1296,95961,6,31,62,4-year college degree,White,Male,"$50,000 to $59,999",Somewhat Conservative,Somewhat Conservative,Independent,Married or Domestic Partnership
Response_1297,2207,6,26,73,Post-college degree,White,Female,"$70,000 to $79,999",Somewhat Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
